P_Id,Question,A1,A2,A3,A4,A5,A6,A7,A8,A1ID,A2ID,A3ID,A4ID,A5ID,A6ID,A7ID,A8ID,C1,C2,C3,C4,C5,C6,C7,C8,Category
77,How many link lights on a network device are acceptable to be on when retiring it?,0,Less than 5,Less than 10,Less than 15,,,,,xcIg1G05pf,hwEhG53Yfo,YqDOh6pQiU,tlCmthWD3a,Nnguaa7S9m,lXxA6gI495,qtVFV74rYz,hy6fLLkjNg,True,False,False,False,False,False,False,False,Policy
78,Which of the following is not an Equinix site we manage?,CH4,LA1,AZ4,DC4,,,,,VXToa7cEKk,QEAVO7eDxP,qU7bAC4rx7,mt9bHmyt13,s8Px20NmfD,lQ5dhb2SYH,cVhN9xFyoC,IUNEwseJkA,False,False,True,False,False,False,False,False,Policy
79,Once an incident is resolved in Service Now how do you close out the incident?,Set state to resolved,Resolve alert in Moogsoft,Resolve alert in Spectrum,Incident will auto close once alert goes away,,,,,SjNZE1YaYc,2pD0XARsZu,YftJS1QGyI,U9Ax4zH3d4,bZNcpKe8qP,VOucGMZegN,krMps3Yffx,4Zp6s0Crti,False,False,False,True,False,False,False,False,Policy
80,What is the name of the software to manage PDU's,Power IQ,Raritan Manager,Raritan Power Manager,Power Manager,,,,,y0DfX2M3JS,1CISkG1msC,lWklCCMe03,X0CZO46pfr,EkcLHo7F7R,Zk6xyMYrNv,pI4R510Sdq,LKgb9bUIOn,True,False,False,False,False,False,False,False,Hardware
81,How many temp sensors are installed in next-gen racks?,1,2,3,4,,,,,jDSssOXBq9,018oaooZLw,oxf16724Rp,IKJr0rseWd,H9vdivZLmW,wbybwWx2xv,X5TazyrPpT,7kdIZqcbSJ,False,False,True,False,False,False,False,False,Policy
82,How many KVM's can connect to a MPU4032-DAC?,16,24,32,48,,,,,4grOOZSAb5,dtVkGJfixx,W40H0BgPMD,31PzL8abwg,lggb7LC2Qp,RrV6jahUOm,TcYIcmOvJJ,JeVrmPW9Ky,False,False,True,False,False,False,False,False,Policy
83,Where would you locate active incidents for your site?,Service Desk,Service Now,Spectrum,MoogSoft,,,,,DnTq2q26DN,8Hac2mNfyC,xKPkoK7jwm,sQyIDcpvy0,lsHijj6nkS,NBsc24IJcq,tRJqvqjBIY,8sRyqecGae,False,True,False,False,False,False,False,False,Policy
84,"""Given an R610 with 6x150GB hard drives, how much usable storage would be available under RAID 0?""",150GB ,200GB ,300GB ,450GB ,600GB ,750GB ,900GB ,,0aKptky3gq,1CuPobTdNn,xRxB8l7mLM,GbwFIyHblC,copY2ESFFR,vSid6sNjsh,nmrDUYgZgZ,DR3kliCIJD,False,False,False,False,False,False,True,False,Hardware
85,"""Given an R610 with 6x150GB hard drives, how much usable storage would be available under RAID 0+1?""",150GB ,200GB ,300GB ,450GB ,600GB ,750GB ,900GB ,,NsZSNDyg4H,MioXgAAO4k,bZwSZFBFph,3Ysoxl5ds0,8Gw8ZA9khi,2cEvOX6g4i,c41VOXZ0A6,Gwv4mEDy4z,False,False,False,True,False,False,False,False,Hardware
86,"""Given an R610 with 6x150GB hard drives, how much usable storage would be available under RAID 5?""",150GB ,200GB ,300GB ,450GB ,600GB ,750GB ,900GB ,,8PB5LgO8G9,dfHgRf4nCo,tRBkIjHKi6,ImbpEHienn,2LZqNPmbtG,r5E2fqorwC,JeYKz1esMk,7Z0owS2kH3,False,False,False,False,False,True,False,False,Hardware
87,"""Given an R610 with 6x150GB hard drives, how much usable storage would be available under RAID 6?""",150GB ,200GB ,300GB ,450GB ,600GB ,750GB ,900GB ,,VAM5setHhS,2rjTPAIIMA,knCnN2FuW9,K7MuJnuOfQ,c1Zgknx6Id,Eqf3YI9zrB,J9Uji6PYjB,g4D6yuxvcz,False,False,False,False,True,False,False,False,Hardware
88,"""Given an R610 with 6x150GB hard drives, how much usable storage would be available under RAID 10?""",150GB ,200GB ,300GB ,450GB ,600GB ,750GB ,900GB ,,o1Si0jotIb,lVgLZwNOCI,ul3Yfpoeku,IO6ZdQ2s5B,dt3FeJuDJE,EjNVBd94dU,5kinDH1rIj,EuTbFbsxTF,False,False,False,True,False,False,False,False,Hardware
89,What does a C6320 Chassis boot into to inventory?,DHCP,Stateless,StatelessV2,Inventory Editor,SMDB,,,,JaqQnlA9P4,cffZ2uOmrR,rLAyZ4w6E1,RaHoe8Rlcp,YCdH4AzSmU,Z3MdM8K22t,ZFDZlcH1V5,MCkc3ZH4Fy,False,True,False,False,False,False,False,False,Policy
90,Which of the following is not a server chassis OPS supports (select all that apply)?,3PAR,DELL R630,EMC,SuperMicro,DELL C6320,DELL C6220,,,hP8uhubR5z,sktbAxf5Ig,FpNQHWx0QR,HrFrybE6qa,3wQmIPh1eJ,gx4882bqWv,7can3bPcMz,3kOIoiIAi3,True,False,True,False,False,False,False,False,Policy
91,What does SPAN on the network cable label mean?,Entire path of cable - even if it jumps through patch panels,The connection for that specific cable - not running through patch panels,,,,,,,pDgXYFNS9w,g65S3Pfi7V,ByWUoYi8cT,7im9XfWbDr,6qabIfsklV,bEgGi2QvJa,wQPpA9S75W,3dOP1kyVmj,False,True,False,False,False,False,False,False,Policy
92,What does CIRCUIT on the network cable label mean?,Entire path of cable - even if it jumps through patch panels,The connection for that specific cable - not running through patch panels,,,,,,,nzU1SAupR5,FVkzokdOUp,o8VqanscWp,KuyThpEfkl,mNGe0nrfco,yC1X4pOEZE,isCBtkxAr9,Q8DIdLBQqX,True,False,False,False,False,False,False,False,Policy
93,What should you do if you see a device locally on KVM but you cannot see it remotely in DSView?,Replace KVM dongle,Replace Network cable to KVM,Replace KVM appliance,Resync DSR Unit,,,,,Nq7UVgtlbw,rVJPtuY4fV,Ah38JcFagi,LJdiS63ypP,wRAE3XlCn1,Y23u3Fy0lS,Lse3URRA8y,BzOzySRxeW,False,False,False,True,False,False,False,False,Troubleshooting
94,If an R630 server is not PXE booting - what may be the first thing you check?,That the server is in SMDB correctly,Set the NIC to PXE boot,Verify ST is correct in Inventory Editor,Verify Chassis record is set correctly in Inventory Editor,,,,,Gq1RivGKAU,2nfPSRwwnj,96mgcJYk7Z,QwjbuGccD8,DIPc0ZvyD9,uGqi2LeTOJ,HwNLdEddul,Ou4pQAqjhn,False,True,False,False,False,False,False,False,Troubleshooting
95,What type of Ram is in our new C6320 Chassis?,DDR1,DDR2,DDR3,DDR4,,,,,qlWo1bh3He,CSTVeUGGcB,tWu7OTQETM,5WhjyTFtT7,mwisD9OO4x,IyZNqE11Jh,vMj6kPLKwv,omWfo7NcCQ,False,False,False,True,False,False,False,False,Hardware
96,What type of Ram is in our new C6320 Chassis?,DDR1,DDR2,DDR3,DDR4,,,,,iPOPuekz7z,EOT0AHi5iY,dMDDduF6Sl,05QFg22lqL,zlivwnG6if,J5W3GFlkM0,IpQUzK8n4I,P7NHy2EhhZ,False,False,False,True,False,False,False,False,Hardware
97,What tool will you use to complete a chassis swap in SMDB?,Server Bulk Update,Asset Inventory Update,Chassis Swap,Server Field Editor,,,,,1MxyOwCAaI,uvlkLMA8Cp,2Oy8LJ7dGq,mK45fATApg,9gYJNUouAX,mv3uQloAWf,zz4UvUBqfl,30RwqV1Yt2,False,False,True,False,False,False,False,False,Policy
98,What tool will you use to manually add a KVM to SMDB?,Old Server Request Page,1CP Server Request,Fast Track Server Request,Server Add Editor,,,,,hNIk3C1z5V,FYGmSXS6Z1,OEK44PITAY,1TRyUyuJhF,aOZKn3mb4G,c3zH5McPrm,4h9f6WgiBt,DjYtZ0PaQa,True,False,False,False,False,False,False,False,Policy
100,"""The command used to update the S/N of the Cirrascale motherboard is? (Assume 192.168.5.10 is the BMC address, the username and password are admin/admin and the SN is QTFCG3503299)""",ipmiutil sru -N 192.168.5.10 -U admin -R admin QTFCG3503299 ,ipmiutil sru -N 192.168.5.10 -U admin -R admin -s QTFCG3503299 ,ipmiutil fru -N 192.168.5.10 -U admin -R admin -s QTFCG3503299 ,ipmiutil fru -N 192.168.5.10 -U admin -R admin QTFCG3503299 ,ipmiutil fru -N 192.168.5.10 -U admin -R admin -c QTFCG3503299 ,ipmiutil sru -N 192.168.5.10 -U admin -R admin -c QTFCG3503299 ,,,MRpn25TdhC,mj3nKGH4tw,zxIMj1KKUN,EI6WpVjcFh,xfqLNwtKJW,DAseLoiMda,tjsE8Nof8Y,xFyl0uh80X,False,False,True,False,False,False,False,False,Troubleshooting
